Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Smashville,Final Destination,Battlefield,No,,,,Yes,Battlefield,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#3 (P2),#4 (P1),Battlefield,Smashville,Lylat Cruise,Battlefield,No,,,,Yes,Battlefield,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Unova Pokémon League,Castle Siege,Battlefield,No,,,,Yes,Battlefield,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Yoshi's Island (Brawl),Yoshi's Story,Battlefield,No,,,,Yes,Battlefield,,
Striking,#1 (P1),#3 (P2),Chosen Stage,#4 (P1),#2 (P2),Battlefield,Yoshi's Island (Brawl),Castle Siege,Battlefield,No,,,,Yes,Battlefield,,
Striking,#2 (P2),#1 (P1),Chosen Stage,#4 (P1),#3 (P2),Battlefield,,,Battlefield,No,,,,Yes,Battlefield,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Lylat Cruise,Unova Pokémon League,Castle Siege,No,,,,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Lylat Cruise,Kalos Pokémon League,Castle Siege,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#3 (P2),#4 (P1),Battlefield,Pokémon Stadium 2,Yoshi's Story,Castle Siege,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#1 (P1),#3 (P2),Battlefield,Smashville,Final Destination,Castle Siege,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#3 (P2),#4 (P1),Battlefield,Yoshi's Island (Brawl),Yoshi's Story,Castle Siege,Yes,Final Destination,Kalos Pokémon League,Battlefield,Yes,Battlefield,,
Striking,#1 (P1),#3 (P2),Chosen Stage,#4 (P1),#2 (P2),Battlefield,Kalos Pokémon League,Castle Siege,Final Destination,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,Final Destination,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,Final Destination,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Lylat Cruise,Yoshi's Story,Final Destination,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,Final Destination,Yes,Yoshi's Island (Brawl),Castle Siege,Smashville,,,Yes,Castle Siege
Striking,#1 (P1),#2 (P2),Chosen Stage,#2 (P2),#4 (P1),Battlefield,Lylat Cruise,Castle Siege,Final Destination,Yes,Town And City,Lylat Cruise,Final Destination,Yes,Final Destination,Yes,Lylat Cruise
Striking,#1 (P1),#2 (P2),Chosen Stage,#3 (P2),#4 (P1),Battlefield,Lylat Cruise,Castle Siege,Final Destination,Yes,,,Battlefield,Yes,Battlefield,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Smashville,Castle Siege,Final Destination,No,,,,,,,
Striking,#1 (P1),#4 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Smashville,Kalos Pokémon League,Final Destination,Yes,Pokémon Stadium 2,Unova Pokémon League,Pokémon Stadium 2,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Town And City,Yoshi's Story,Final Destination,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Yoshi's Island (Brawl),Castle Siege,Final Destination,No,,,,,,,
Striking,#3 (P2),#1 (P1),Chosen Stage,#4 (P1),#2 (P2),Battlefield,Yoshi's Island (Brawl),Castle Siege,Final Destination,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,,,Final Destination,No,,,,,,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Final Destination,Yoshi's Island (Brawl),Kalos Pokémon League,Yes,Battlefield,Yoshi's Story,Smashville,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Town And City,Kalos Pokémon League,No,,,,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Final Destination,Town And City,Kalos Pokémon League,Yes,Pokémon Stadium 2,Smashville,Town And City,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#1 (P1),#3 (P2),Battlefield,Final Destination,Castle Siege,Kalos Pokémon League,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Final Destination,Yoshi's Island (Brawl),Kalos Pokémon League,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,Kalos Pokémon League,No,,,,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Pokémon Stadium 2,Final Destination,Kalos Pokémon League,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Smashville,Lylat Cruise,Kalos Pokémon League,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Yoshi's Island (Brawl),Yoshi's Story,Kalos Pokémon League,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Yoshi's Island (Brawl),Castle Siege,Kalos Pokémon League,Yes,Smashville,Lylat Cruise,Final Destination,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Battlefield,Castle Siege,Lylat Cruise,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Castle Siege,Lylat Cruise,No,,,,,,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Yoshi's Island (Brawl),Castle Siege,Lylat Cruise,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Kalos Pokémon League,Pokémon Stadium 2,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Lylat Cruise,Pokémon Stadium 2,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Kalos Pokémon League,Pokémon Stadium 2,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Unova Pokémon League,Pokémon Stadium 2,No,,,,,,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Final Destination,Castle Siege,Pokémon Stadium 2,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Yoshi's Island (Brawl),Pokémon Stadium 2,Yes,Yoshi's Island (Brawl),Castle Siege,Smashville,,,Yes,Yoshi's Island (Brawl)
Striking,#1 (P1),#2 (P2),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Final Destination,Kalos Pokémon League,Pokémon Stadium 2,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Kalos Pokémon League,Castle Siege,Pokémon Stadium 2,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,Pokémon Stadium 2,Yes,Lylat Cruise,Castle Siege,Battlefield,Yes,Battlefield,Yes,Lylat Cruise & Castle Siege
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,Pokémon Stadium 2,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Lylat Cruise,Kalos Pokémon League,Pokémon Stadium 2,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Lylat Cruise,Town And City,Pokémon Stadium 2,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#3 (P2),#4 (P1),Battlefield,Lylat Cruise,Yoshi's Island (Brawl),Pokémon Stadium 2,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Smashville,Castle Siege,Pokémon Stadium 2,No,,,,,,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Smashville,Final Destination,Pokémon Stadium 2,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Smashville,Yoshi's Island (Brawl),Pokémon Stadium 2,Yes,Lylat Cruise,Castle Siege,Unova Pokémon League,,,,
Striking,#1 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Smashville,Final Destination,Pokémon Stadium 2,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Smashville,Final Destination,Pokémon Stadium 2,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Smashville,Kalos Pokémon League,Pokémon Stadium 2,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Town And City,Yoshi's Island (Brawl),Pokémon Stadium 2,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Yoshi's Island (Brawl),Yoshi's Story,Pokémon Stadium 2,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Yoshi's Island (Brawl),Castle Siege,Pokémon Stadium 2,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#3 (P2),#4 (P1),Battlefield,Yoshi's Story,Castle Siege,Pokémon Stadium 2,Yes,Town And City,Kalos Pokémon League,Lylat Cruise,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Yoshi's Island (Brawl),Smashville,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Kalos Pokémon League,Smashville,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Final Destination,Castle Siege,Smashville,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,Smashville,Yes,Lylat Cruise,Unova Pokémon League,,,,Yes,Lylat Cruise
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Lylat Cruise,Yoshi's Island (Brawl),Smashville,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Lylat Cruise,Yoshi's Story,Smashville,No,,,,,,,
Striking,#2 (P2),#1 (P1),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Town And City,Kalos Pokémon League,Smashville,Yes,Lylat Cruise,Yoshi's Island (Brawl),Yoshi's Story,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Unova Pokémon League,Castle Siege,Smashville,Yes,Final Destination,Castle Siege,Yoshi's Story,,,Yes,Castle Siege
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Yoshi's Island (Brawl),Castle Siege,Smashville,No,,,,,,,
Striking,#1 (P1),#4 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Yoshi's Island (Brawl),Castle Siege,Smashville,Yes,Final Destination,Lylat Cruise,Battlefield,Yes,Battlefield,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#1 (P1),#3 (P2),Battlefield,Yoshi's Story,Castle Siege,Smashville,Yes,Lylat Cruise,Yoshi's Island (Brawl),Town And City,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Unova Pokémon League,Town And City,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Kalos Pokémon League,Town And City,No,,,,,,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Final Destination,Castle Siege,Town And City,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#1 (P1),#3 (P2),Battlefield,Final Destination,Kalos Pokémon League,Town And City,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Final Destination,Kalos Pokémon League,Town And City,No,,,,,,,
Striking,#3 (P2),#1 (P1),Chosen Stage,#4 (P1),#2 (P2),Battlefield,Kalos Pokémon League,Castle Siege,Town And City,No,,,,,,,
Striking,#3 (P2),#1 (P1),Chosen Stage,#4 (P1),#2 (P2),Battlefield,Lylat Cruise,Castle Siege,Town And City,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Pokémon Stadium 2,Unova Pokémon League,Town And City,Yes,,,Town And City,Yes,Town And City,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Pokémon Stadium 2,Yoshi's Island (Brawl),Town And City,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#1 (P1),#3 (P2),Battlefield,Smashville,Final Destination,Town And City,Yes,Battlefield,Yoshi's Island (Brawl),,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Smashville,Castle Siege,Town And City,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Unova Pokémon League,Kalos Pokémon League,Town And City,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Yoshi's Island (Brawl),Castle Siege,Town And City,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Town And City,Castle Siege,Unova Pokémon League,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,,,Unova Pokémon League,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Lylat Cruise,Yoshi's Island (Brawl),No,,,,,,,
Striking,#2 (P2),#1 (P1),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Final Destination,Castle Siege,Yoshi's Island (Brawl),No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#3 (P2),#4 (P1),Battlefield,Final Destination,Kalos Pokémon League,Yoshi's Island (Brawl),No,,,,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Lylat Cruise,Castle Siege,Yoshi's Island (Brawl),No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Smashville,Town And City,Yoshi's Island (Brawl),No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Yoshi's Story,Castle Siege,Yoshi's Island (Brawl),Yes,Smashville,Final Destination,Unova Pokémon League,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Castle Siege,Yoshi's Story,Yes,Lylat Cruise,Castle Siege,Kalos Pokémon League,,,Yes,Castle Siege
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Final Destination,Castle Siege,Yoshi's Story,Yes,Lylat Cruise,Town And City,Kalos Pokémon League,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Castle Siege,Yoshi's Story,Yes,Town And City,Kalos Pokémon League,Pokémon Stadium 2,,,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#1 (P1),#3 (P2),Battlefield,Final Destination,Yoshi's Island (Brawl),Yoshi's Story,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#3 (P2),#4 (P1),Battlefield,Final Destination,Kalos Pokémon League,Yoshi's Story,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,Yoshi's Story,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Lylat Cruise,Unova Pokémon League,Yoshi's Story,Yes,Yoshi's Island (Brawl),Kalos Pokémon League,Castle Siege,,,,
Striking,#1 (P1),#4 (P1),Chosen Stage,#2 (P2),#3 (P2),Battlefield,Lylat Cruise,Castle Siege,Yoshi's Story,No,,,,,,,
Striking,#3 (P2),#1 (P1),Chosen Stage,#2 (P2),#4 (P1),Battlefield,Lylat Cruise,Castle Siege,Yoshi's Story,Yes,Final Destination,Kalos Pokémon League,Smashville,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Pokémon Stadium 2,Yoshi's Island (Brawl),Yoshi's Story,No,,,,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Pokémon Stadium 2,Lylat Cruise,Yoshi's Story,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#1 (P1),#3 (P2),Battlefield,Pokémon Stadium 2,Castle Siege,Yoshi's Story,No,,,,,,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Smashville,Yoshi's Island (Brawl),Yoshi's Story,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Smashville,Castle Siege,Yoshi's Story,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Unova Pokémon League,Castle Siege,Yoshi's Story,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Yoshi's Island (Brawl),Castle Siege,Yoshi's Story,No,,,,,,,
Striking,#1 (P1),#4 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Yoshi's Island (Brawl),Castle Siege,Yoshi's Story,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Yoshi's Island (Brawl),Castle Siege,Yoshi's Story,Yes,Pokémon Stadium 2,Battlefield,Unova Pokémon League,,,,
Striking,#1 (P1),#4 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Battlefield,Final Destination,,Yes,Unova Pokémon League,Kalos Pokémon League,Pokémon Stadium 2,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Kalos Pokémon League,,Yes,Final Destination,Yoshi's Story,Pokémon Stadium 2,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Final Destination,Unova Pokémon League,,No,,,,,,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Final Destination,Lylat Cruise,,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Final Destination,Kalos Pokémon League,,Yes,Smashville,Lylat Cruise,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Final Destination,Castle Siege,,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Castle Siege,,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Lylat Cruise,,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Kalos Pokémon League,,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Final Destination,Yoshi's Story,,Yes,Lylat Cruise,Castle Siege,Battlefield,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Final Destination,Kalos Pokémon League,,Yes,Yoshi's Story,Castle Siege,,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#2 (P2),#3 (P2),Battlefield,Final Destination,Kalos Pokémon League,,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Final Destination,Castle Siege,,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Kalos Pokémon League,Castle Siege,,Yes,Yoshi's Island (Brawl),Kalos Pokémon League,Lylat Cruise,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,,No,,,,,,,
Striking,#4 (P1),#2 (P2),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Lylat Cruise,Castle Siege,,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Lylat Cruise,Kalos Pokémon League,,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Lylat Cruise,Castle Siege,,No,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Lylat Cruise,Castle Siege,,No,,,,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Lylat Cruise,Castle Siege,,No,,,,,,,
Striking,#1 (P1),#4 (P1),Chosen Stage,#2 (P2),#3 (P2),Battlefield,Lylat Cruise,Castle Siege,,Yes,Smashville,Final Destination,Kalos Pokémon League,,,,
Striking,#2 (P2),#1 (P1),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Lylat Cruise,Castle Siege,,Yes,Pokémon Stadium 2,Kalos Pokémon League,Yoshi's Island (Brawl),,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Lylat Cruise,Castle Siege,,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Lylat Cruise,Castle Siege,,Yes,Final Destination,Yoshi's Island (Brawl),,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Pokémon Stadium 2,Castle Siege,,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Pokémon Stadium 2,Castle Siege,,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#1 (P1),#3 (P2),Battlefield,Pokémon Stadium 2,Town And City,,No,,,,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#2 (P2),#3 (P2),Battlefield,Smashville,Lylat Cruise,,No,,,,,,,
Striking,#1 (P1),#4 (P1),Chosen Stage,#2 (P2),#3 (P2),Battlefield,Smashville,Yoshi's Island (Brawl),,Yes,Final Destination,Kalos Pokémon League,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#4 (P1),#3 (P2),Battlefield,Smashville,Final Destination,,Yes,Smashville,Final Destination,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Town And City,Yoshi's Island (Brawl),,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#1 (P1),#4 (P1),Battlefield,Town And City,Kalos Pokémon League,,No,,,,,,,
Striking,#3 (P2),#2 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,Unova Pokémon League,Kalos Pokémon League,,No,,,,,,,
Striking,#1 (P1),#2 (P2),Chosen Stage,#3 (P2),#4 (P1),Battlefield,Unova Pokémon League,Kalos Pokémon League,,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Yoshi's Island (Brawl),Kalos Pokémon League,,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Yoshi's Island (Brawl),Castle Siege,,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#1 (P1),#2 (P2),Battlefield,Yoshi's Island (Brawl),Castle Siege,,No,,,,,,,
Striking,#3 (P2),#4 (P1),Chosen Stage,#2 (P2),#1 (P1),Battlefield,Yoshi's Story,Castle Siege,,No,,,,,,,
Striking,#2 (P2),#4 (P1),Chosen Stage,#3 (P2),#1 (P1),Battlefield,Yoshi's Story,Castle Siege,,No,,,,,,,
Striking,#1 (P1),#4 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,Yoshi's Story,Castle Siege,,No,,,,,,,
Striking,#2 (P2),#3 (P2),Chosen Stage,#4 (P1),#1 (P1),Battlefield,,,,,,,,,,,
Striking,#4 (P1),#3 (P2),Chosen Stage,#1 (P1),#2 (P2),Battlefield,,,,,,,,,,,
Striking,#4 (P1),#1 (P1),Chosen Stage,#3 (P2),#2 (P2),Battlefield,,,,,,,,,,,
Striking,#1 (P1),#3 (P2),Chosen Stage,#4 (P1),#2 (P2),Battlefield,,,,,,,,,,,
